trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
2020-09-27 06:33:41,4561892980175,fraud_Nienow PLC,entertainment,15.14,Jacqueline,Allen,F,166 Lisa Fords,Greenwood,IN,46143,39.596,-86.1309,78968,Financial adviser,1968-02-10,8a42a8dbd06592bcd3e7ff7edd7b2cba,1380263621,40.468705,-86.587815,0
2020-08-04 14:58:49,30143535920989,fraud_Botsford PLC,home,40.47,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",1980-08-17,033296d681e2ba50fd7386893de27929,1375628329,39.975573,-75.870497,0
2020-10-30 05:33:28,3543591270174051,"fraud_Raynor, Reinger and Hagenes",gas_transport,71.6,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,c1ce02eda481d901f7e3b292835b12e2,1383111208,40.965567,-78.56066899999999,0
2020-12-11 12:10:34,4951647200979051,fraud_Goyette-Gerhold,kids_pets,100.14,Kimberly,Miller,F,75533 Tamara Valleys,Logan,IL,62856,37.9943,-88.9417,324,"Scientist, research (physical sciences)",1976-06-15,257a17479076d85725315e52197f4bca,1386763834,38.838498,-89.57210400000001,0
2020-07-16 07:07:13,6592243974328236,"fraud_Greenholt, Jacobi and Gleason",gas_transport,61.47,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,2ccfeaa37505ca6eb7723ccb7ce2b6bd,1373958433,33.077723999999996,-86.13374,0
2020-12-12 10:55:26,30029052116970,fraud_Koss and Sons,gas_transport,90.81,Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,1970-10-09,823b6cf778190b5337191528437beb20,1386845726,41.677911,-79.704353,0
2020-07-12 18:58:31,4653879239169997,"fraud_Reinger, Weissnat and Strosin",food_dining,3.26,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,a35e26d0f3b26bc1bda089dbf2c55ae6,1373655511,36.847221000000005,-85.911126,0
2020-10-17 23:50:34,378904938837132,fraud_Beier and Sons,home,256.09,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,33bcb35eb0e5f2a671dca3eae109ba7d,1382053834,36.012828000000006,-99.028179,1
2020-12-17 18:51:33,4308156300921054,fraud_Pagac LLC,shopping_pos,150.86,William,Marshall,M,454 Sawyer Forks Apt. 231,Collegeville,MN,56321,45.5783,-94.4199,1536,Farm manager,1981-02-18,d015f0b2cf7000f9fe728b1801de59bc,1387306293,45.594532,-94.319818,0
2020-11-09 04:57:53,180058696935600,fraud_Koepp-Witting,grocery_pos,56.87,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752,42.18899999999999,-74.9229,782,Chartered accountant,2000-08-28,751873a546f02bc12b3409ad68e09ec2,1383973073,42.099383,-74.92052199999999,0
2020-07-09 00:02:54,503851367360,fraud_Cummerata-Jones,gas_transport,10.77,Bruce,Hall,M,77686 Donald Bridge Apt. 711,Grifton,NC,28530,35.3757,-77.4193,7332,Forensic psychologist,1957-06-27,d056a475f3363e59950376619460edfa,1373328174,35.922623,-77.33431,1
2020-09-25 23:39:44,567868110212,"fraud_Dare, Casper and Bartoletti",kids_pets,7.86,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,bf9b763a7a60116b22d138ee80a5a517,1380152384,30.378575,-94.996317,0
2020-12-21 22:00:02,213180742685905,fraud_Gaylord-Powlowski,home,93.07,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528,40.507,-123.9743,1139,"Therapist, occupational",1951-01-15,d72aa8a58a51663d8cde521d41371dc0,1387663202,40.576408,-124.120501,0
2020-09-06 09:37:37,3587044315915002,fraud_Lemke-Gutmann,shopping_net,91.22,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,38039,35.0659,-89.1534,1804,Clothing/textile technologist,1974-10-15,0213eab834ce268a5ff9921337012310,1378460257,34.332910999999996,-89.434938,0
2020-08-31 16:06:34,4170689372027579,fraud_Schmeler Inc,misc_pos,2.1,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,1993-05-10,1bbcefc161a5904c76ba46fb427b26ee,1377965194,36.187284000000005,-96.518518,0
2020-09-06 22:40:31,4904681492230012,fraud_Bartoletti and Sons,personal_care,18.42,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,7cff219a1b22e7a8c3e578d34f2d1a3c,1378507231,42.244157,-73.789777,1
2020-11-28 14:35:53,30238755902988,fraud_Schuppe LLC,entertainment,32.28,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,a6a5e428adace9bd804576f4cd085722,1385649353,30.200074,-96.728803,0
2020-12-08 19:59:48,4789911625179723,"fraud_Denesik, Powlowski and Pouros",home,68.83,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,411e6920bfae1fab3fab63e24fbcfb58,1386532788,41.048553000000005,-73.248276,0
2020-11-19 11:09:17,583699482621,fraud_Jaskolski-Vandervort,misc_net,9.04,Jennifer,Jones,F,5572 Kelly Plains Apt. 952,Waupaca,WI,54981,44.3481,-89.1101,15426,"Engineer, civil (contracting)",1936-07-22,b262f838a89ab43be3a7c71a2286efd0,1384859357,43.492706,-88.6294,0
2020-11-29 01:03:21,371284100299909,fraud_Bauch-Raynor,grocery_pos,129.79,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,e50fd1639989a2edf3b4f02a3301673a,1385687001,34.990543,-101.011375,0
2020-11-01 03:39:13,4026222041577,fraud_Koepp-Parker,grocery_pos,337.37,Debbie,Payne,F,204 Ashley Neck Apt. 169,Preston,CT,6365,41.5224,-71.9934,4720,Broadcast presenter,1977-05-18,fe17aac26e4caa0b4597c3921e87a59f,1383277153,41.103558,-72.116037,1
